genus_species,Family,Order,TaxonGroup,woody_non-woody,Growth_form,Decid_or_Ever,Compound_Simple,Leaf size_cm2,Whole_leaf_size_cm2,Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
Adenia metamorpha,Passifloraceae,Malpighiales,angio,non-woody,Vine,D,S,30.8,30.8,Madagascar,-12.92,49.08,185,26,25.39,23.4,23.4,26.6,1629,1737,74.53,0.81,0.86,2014.35,2014.35,245.33,245.33,77.76,77.76
Calamus caryotoides,Arecaceae,Arecales,angio,woody,Palm,E,C,25.97,,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Carronia protensa,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,137.77,137.77,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Derris trifoliata,Fabaceae,Fabales,angio,woody,Liana,,C,37.67,,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Faradaya splendida,Lamiaceae,Lamiales,angio,woody,Liana,E,S,119.7,119.7,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Geophila repens,Rubiaceae,Gentianales,angio,non-woody,Herb,,S,5.25,5.25,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Hippocratea barbata,Celastraceae,Celastrales,angio,woody,Liana,E,S,12.47,12.47,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Phyllanthus novae-hollandiae,Phyllanthaceae,Malpighiales,angio,woody,Liana,,S,4.6,4.6,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Tetracera nordtiana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,52.33,52.33,Australia,-12.73,143.25,79,25,25.77,23.2,23.2,27.8,1876,1999,94.69,0.98,1.05,1905.34,1905.34,231.46,231.46,70.12,70.12
Adenia mcdadiana,Passifloraceae,Malpighiales,angio,woody,Liana,D,S,122.5,122.5,Madagascar,-12.32,49.33,103,27,25.63,23.8,23.8,26.9,1175,1229,80.48,0.57,0.6,2048.6,2048.6,249.84,249.84,74.36,74.36
Adenia kigogoensis,Passifloraceae,Malpighiales,angio,non-woody,Vine,D,C,56,,Tanzania,-8.52,35.17,1845,17,18.01,14.2,16.3,19.2,1520,937,162.43,0.8,0.84,1899.9,1110.91,237.9,155.36,69.23,71.81
Bauhinia guianensis,Fabaceae,Fabales,angio,woody,Liana,,S,33.4,33.4,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Dalbergia monetaria,Fabaceae,Fabales,angio,woody,Liana,D,S,22.98,22.98,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Machaerium floribundum,Fabaceae,Fabales,angio,woody,Tree,E,C,11.92,,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Machaerium kegelii,Fabaceae,Fabales,angio,woody,Tree,E,C,29.4,,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Norantea guianensis,Marcgraviaceae,Ericales,angio,woody,Liana,,S,168,168,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Odontadenia puncticulosa,Apocynaceae,Gentianales,angio,woody,Liana,,S,82.18,82.18,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Pinzona coriacea,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,32.7,32.7,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Tontelea ovalifolia,Celastraceae,Celastrales,angio,woody,Liana,E,C,70.91,,Peru,-3.95,-73.43,134,26,26.73,25.9,25.9,27.5,2784,2784,40.44,1.57,1.57,1776.48,1776.48,209.25,209.25,81.33,81.33
Cissus quadrangularis,Vitaceae,Vitales,angio,non-woody,Vine,,S,14,14,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Cissus verticillata,Vitaceae,Vitales,angio,woody,Liana,E,S,16.78,16.78,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Embelia schimperi,Primulaceae,Ericales,angio,woody,Tree,E,S,17.72,17.72,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Landolphia buchananii,Apocynaceae,Gentianales,angio,woody,Liana,,S,20.48,20.48,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Pterolobium stellatum,Fabaceae,Fabales,angio,woody,Shrub,,S,19.6,19.6,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Schefflera myriantha,Araliaceae,Apiales,angio,woody,Shrub,,C,245,,Tanzania,-3.08,37.35,5623,5,6.03,3,5.2,6.5,1643,1214,76.05,0.89,1.07,1855.97,1133.97,227.75,138.71,74.7,73.7
Acacia tenuifolia,Fabaceae,Fabales,angio,woody,Shrub,E,C,0.01,,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Bauhinia guianensis,Fabaceae,Fabales,angio,woody,Liana,,S,33.4,33.4,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Bauhinia guianensis,Fabaceae,Fabales,angio,woody,Liana,,S,33.4,33.4,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Bignonia binatum,Bignoniaceae,Lamiales,angio,woody,Liana,,S,33.13,33.13,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Celtis iguanaea,Cannabaceae,Rosales,angio,woody,Tree,D,S,16.8,16.8,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Coccoloba excelsa,Polygonaceae,Caryophyllales,angio,woody,Liana,,S,97.6,97.6,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Coccoloba excelsa,Polygonaceae,Caryophyllales,angio,woody,Liana,,S,97.6,97.6,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Combretum latifolium,Combretaceae,Myrtales,angio,woody,Liana,,S,85.05,85.05,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Combretum laxum,Combretaceae,Myrtales,angio,woody,Liana,E,S,27.32,27.32,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Davilla kunthii,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,73.5,73.5,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Davilla kunthii,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,73.5,73.5,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Doliocarpus dentatus,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,38.5,38.5,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Salacia cordata,Celastraceae,Celastrales,angio,woody,Shrub,,S,223.97,223.97,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Stizophyllum riparium,Bignoniaceae,Lamiales,angio,woody,Liana,D,C,41.94,,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Tanaecium pyramidatum,Bignoniaceae,Lamiales,angio,woody,Liana,,C,73.64,,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Tournefortia bicolor,Boraginaceae,Boraginales,angio,woody,Liana,E,S,32.86,32.86,Brazil,-3,-50,64,27,27.03,26.4,26.4,27.6,2435,2398,49.34,1.4,1.38,1741.43,1741.43,204.21,204.21,86.74,86.74
Davilla kunthii,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,73.5,73.5,Brazil,-2.98,-47.52,140,27,26.63,26.2,26.2,27.1,1924,2295,52.96,1.07,1.28,1797.66,1797.66,211.53,211.53,83.59,83.59
Prionostemma aspera,Celastraceae,Celastrales,angio,woody,Liana,,S,26,26,Brazil,-2.85,-54.95,198,25,25.95,25.3,25.3,26.9,2029,2015,58.04,1.13,1.13,1787.97,1787.97,211.79,211.79,87.65,87.65
Dalbergia lactea,Fabaceae,Fabales,angio,woody,Tree,D,C,10.8,,Rwanda,-2.58,29.25,2169,16,15.99,15.3,15.3,16.4,1624,1720,54.44,1,1.05,1632.13,1632.13,201.2,201.2,78.77,78.77
Embelia schimperi,Primulaceae,Ericales,angio,woody,Tree,E,S,17.72,17.72,Rwanda,-2.58,29.25,2169,16,15.99,15.3,15.3,16.4,1624,1720,54.44,1,1.05,1632.13,1632.13,201.2,201.2,78.77,78.77
Salacia erecta,Celastraceae,Celastrales,angio,woody,Shrub,,S,18.25,18.25,Rwanda,-2.58,29.25,2169,16,15.99,15.3,15.3,16.4,1624,1720,54.44,1,1.05,1632.13,1632.13,201.2,201.2,78.77,78.77
Schefflera goetzenii,Araliaceae,Apiales,angio,woody,Liana,,C,154,,Rwanda,-2.58,29.25,2169,16,15.99,15.3,15.3,16.4,1624,1720,54.44,1,1.05,1632.13,1632.13,201.2,201.2,78.77,78.77
Capparis tomentosa,Capparaceae,Brassicales,angio,woody,Shrub,E,S,7.09,7.09,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Cissus quadrangularis,Vitaceae,Vitales,angio,non-woody,Vine,,S,14,14,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Grewia flavescens,Malvaceae,Malvales,angio,woody,Tree,D,S,29.4,29.4,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Keetia venosa,Rubiaceae,Gentianales,angio,woody,Shrub,E,S,33.99,33.99,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Saba comorensis,Apocynaceae,Gentianales,angio,woody,Liana,,S,62.61,62.61,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Salacia erecta,Celastraceae,Celastrales,angio,woody,Shrub,,S,18.25,18.25,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Salacia leptoclada,Celastraceae,Celastrales,angio,woody,Liana,,S,24.62,24.62,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Strychnos lucens,Loganiaceae,Gentianales,angio,woody,Liana,,S,18.2,18.2,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Tinospora caffra,Menispermaceae,Ranunculales,angio,woody,Liana,,C,40.43,,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Uvaria angolensis,Annonaceae,Magnoliales,angio,woody,Liana,,S,23.8,23.8,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Uvaria welwitschii,Annonaceae,Magnoliales,angio,woody,Liana,,S,28,28,Tanzania,-2.3,31.83,1165,22,22.06,21.4,21.4,22.6,1266,1209,74.2,0.65,0.62,1940.37,1940.37,231.32,231.32,75.13,75.13
Abuta grandifolia,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,101.91,101.91,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Alternanthera ficoidea,Amaranthaceae,Caryophyllales,angio,non-woody,Herb,,S,12.6,12.6,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Aristolochia pilosa,Aristolochiaceae,Piperales,angio,woody,Liana,,S,101.5,101.5,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Bauhinia guianensis,Fabaceae,Fabales,angio,woody,Liana,,S,33.4,33.4,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Bignonia aequinoctialis,Bignoniaceae,Lamiales,angio,woody,Liana,,C,62.48,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Calopogonium mucunoides,Fabaceae,Fabales,angio,non-woody,Herb,,S,17.15,17.15,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Cheiloclinium cognatum,Celastraceae,Celastrales,angio,woody,Tree,,C,31.54,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Cissus erosa,Vitaceae,Vitales,angio,woody,Liana,D,C,17.59,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Cissus verticillata,Vitaceae,Vitales,angio,woody,Liana,E,S,16.78,16.78,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Coccoloba excelsa,Polygonaceae,Caryophyllales,angio,woody,Liana,,S,97.6,97.6,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Davilla kunthii,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,73.5,73.5,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Davilla nitida,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,29.25,29.25,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Dioclea reflexa,Fabaceae,Fabales,angio,woody,Liana,,C,41.08,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Dolichandra unguis-cati,Bignoniaceae,Lamiales,angio,woody,Liana,E,C,13.8,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Doliocarpus dentatus,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,38.5,38.5,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Doliocarpus major,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,34.2,34.2,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Fridericia chica,Bignoniaceae,Lamiales,angio,woody,Liana,,C,21.22,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Ipomoea asarifolia,Convolvulaceae,Solanales,angio,non-woody,Vine,,S,22.05,22.05,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Ipomoea batatas,Convolvulaceae,Solanales,angio,non-woody,Vine,,S,47.6,47.6,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Ipomoea squamosa,Convolvulaceae,Solanales,angio,non-woody,Vine,,S,29.93,29.93,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Mikania cordifolia,Asteraceae,Asterales,angio,woody,Liana,,S,48,48,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Mikania micrantha,Asteraceae,Asterales,angio,non-woody,Vine,,S,34.65,34.65,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Mollugo verticillata,Molluginaceae,Caryophyllales,angio,non-woody,Herb,,S,6.3,6.3,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Oldenlandia lancifolia,Rubiaceae,Gentianales,angio,non-woody,Herb,,S,17.15,17.15,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Passiflora foetida,Passifloraceae,Malpighiales,angio,woody,Liana,,S,36.34,36.34,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Passiflora nitida,Passifloraceae,Malpighiales,angio,woody,Liana,,S,89.25,89.25,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Pavonia cancellata,Malvaceae,Malvales,angio,non-woody,Herb,,S,3.85,3.85,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Piper nigrum,Piperaceae,Piperales,angio,woody,Liana,,S,61.25,61.25,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Prionostemma aspera,Celastraceae,Celastrales,angio,woody,Liana,,S,26,26,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Prionostemma aspera,Celastraceae,Celastrales,angio,woody,Liana,,S,26,26,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Pueraria phaseoloides,Fabaceae,Fabales,angio,non-woody,Vine,,C,37.8,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Pyrostegia venusta,Bignoniaceae,Lamiales,angio,non-woody,Vine,,C,14.33,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Securidaca diversifolia,Polygalaceae,Fabales,angio,woody,Liana,E,S,20.85,20.85,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Serjania paucidentata,Sapindaceae,Sapindales,angio,woody,Liana,E,C,15.76,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Smilax schomburgkiana,Smilacaceae,Liliales,angio,woody,Liana,E,S,70,70,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Smilax spinosa,Smilacaceae,Liliales,angio,non-woody,Vine,,S,41.26,41.26,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Stizophyllum riparium,Bignoniaceae,Lamiales,angio,woody,Liana,D,C,41.94,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Tanaecium pyramidatum,Bignoniaceae,Lamiales,angio,woody,Liana,,C,73.64,,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Tetrapterys discolor,Malpighiaceae,Malpighiales,angio,woody,Liana,,S,31.95,31.95,Brazil,-1.2,-47.26,28,26,26.34,25.1,25.1,27.2,2444,2562,57.66,1.36,1.43,1795.71,1795.71,213.58,213.58,84.78,84.78
Aegiphila smithii,Lamiaceae,Lamiales,angio,woody,Shrub,E,S,64.84,64.84,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Annona hypoglauca,Annonaceae,Magnoliales,angio,woody,Tree,E,C,41.49,,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Celtis iguanaea,Cannabaceae,Rosales,angio,woody,Tree,D,S,16.8,16.8,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Clitoria javitensis,Fabaceae,Fabales,angio,woody,Liana,E,C,47.52,,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Odontadenia macrantha,Apocynaceae,Gentianales,angio,woody,Liana,,S,63.5,63.5,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Omphalea diandra,Euphorbiaceae,Malpighiales,angio,woody,Liana,E,S,90.91,90.91,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Pinzona coriacea,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,32.7,32.7,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Tanaecium pyramidatum,Bignoniaceae,Lamiales,angio,woody,Liana,,C,73.64,,Colombia,-0.62,-72.33,131,27,26.36,25.1,25.1,27,2928,2794,41.88,1.84,1.76,1589.98,1589.98,187.01,187.01,85.89,85.89
Abrus precatorius,Fabaceae,Fabales,angio,woody,Liana,D,C,0.63,,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Acacia pentagona,Fabaceae,Fabales,angio,woody,Shrub,E,C,0.02,,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Adenia cissampeloides,Passifloraceae,Malpighiales,angio,woody,Liana,D,S,59.85,59.85,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Alafia microstylis,Apocynaceae,Gentianales,angio,woody,Liana,,S,12.6,12.6,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Chassalia cristata,Rubiaceae,Gentianales,angio,woody,Liana,,S,27.3,27.3,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Clerodendrum fuscum,Lamiaceae,Lamiales,angio,woody,Liana,,S,30.8,30.8,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
Clerodendrum johnstonii,Lamiaceae,Lamiales,angio,woody,Shrub,,S,72.8,72.8,Uganda,-0.33,32.25,1237,22,21.72,20.9,20.9,22.3,1918,1973,46.83,1.02,1.05,1884.39,1884.39,224.51,224.51,73.52,73.52
