genus_species,Family,Order,TaxonGroup,woody_non-woody,Growth_form,Decid_or_Ever,Compound_Simple,Leaf size_cm2,Whole_leaf_size_cm2,Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
Nothocissus penninervis,Vitaceae,Vitales,angio,woody,Liana,,C,19.6,,Australia,-17.08,145.58,1028,21,21.56,17.5,17.5,24.6,1964,1510,83.98,1.08,0.83,1818.44,1818.44,223.48,223.48,63.93,63.93
Smilax australis,Smilacaceae,Liliales,angio,non-woody,Vine,,S,47.57,47.57,Australia,-17.08,145.58,1028,21,21.56,17.5,17.5,24.6,1964,1510,83.98,1.08,0.83,1818.44,1818.44,223.48,223.48,63.93,63.93
Caelospermum paniculatum,Rubiaceae,Gentianales,angio,woody,Liana,E,C,37.54,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Calamus australis,Arecaceae,Arecales,angio,woody,Palm,E,C,25.2,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Calamus moti,Arecaceae,Arecales,angio,woody,Palm,E,C,36.75,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Connarus conchocarpus,Connaraceae,Oxalidales,angio,woody,Liana,E,C,63.7,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Erycibe coccinea,Convolvulaceae,Solanales,angio,woody,Liana,,S,24.5,24.5,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Eustrephus latifolius,Asparagaceae,Asparagales,angio,non-woody,Vine,,S,9.56,9.56,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,20.53,20.53,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Hibbertia scandens,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,17.68,17.68,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Hypserpa decumbens,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,15.36,15.36,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Hypserpa laurina,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,42.39,42.39,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Maesa dependens,Primulaceae,Ericales,angio,woody,Liana,,S,29.26,29.26,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Neosepicaea jucunda,Bignoniaceae,Lamiales,angio,woody,Liana,,C,46.86,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Nothocissus penninervis,Vitaceae,Vitales,angio,woody,Liana,,C,19.6,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,,S,37.93,37.93,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Pandorea pandorana,Bignoniaceae,Lamiales,angio,woody,Liana,,C,5.2,,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Parsonsia latifolia,Apocynaceae,Gentianales,angio,woody,Liana,,S,61.43,61.43,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Strychnos minor,Loganiaceae,Gentianales,angio,woody,Liana,,S,41.13,41.13,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Tetracera daemeliana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,78.66,78.66,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Tetracera nordtiana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,52.33,52.33,Australia,-17,145.83,112,24,23.5,19.7,19.7,26.4,2778,2286,79.98,1.54,1.26,1807.76,1807.76,228.37,228.37,65.41,65.41
Alyxia grandis,Apocynaceae,Gentianales,angio,woody,Liana,E,S,13.96,13.96,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Austrobaileya scandens,Austrobaileyaceae,Austrobaileyales,angio,woody,Liana,E,S,52.33,52.33,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Calamus australis,Arecaceae,Arecales,angio,woody,Palm,E,C,25.2,,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Cephalaralia cephalobotrys,Araliaceae,Apiales,angio,woody,Liana,E,C,15.63,,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,20.53,20.53,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Hypserpa smilacifolia,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,29.46,29.46,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Jasminum didymum,Oleaceae,Lamiales,angio,woody,Liana,E,C,5.4,,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Jasminum kajewskii,Oleaceae,Lamiales,angio,woody,Liana,E,S,38.5,38.5,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Motherwellia haplosciadea,Araliaceae,Apiales,angio,woody,Liana,,C,25.9,,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Nothocissus penninervis,Vitaceae,Vitales,angio,woody,Liana,,C,19.6,,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Pararistolochia sparusifolia,Aristolochiaceae,Piperales,angio,woody,Liana,,S,37.8,37.8,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Parsonsia latifolia,Apocynaceae,Gentianales,angio,woody,Liana,,S,61.43,61.43,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Piper caninum,Piperaceae,Piperales,angio,non-woody,Vine,,S,73.24,73.24,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Ripogonum album,Rhipogonaceae,Liliales,angio,woody,Liana,,S,18.38,18.38,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Sarcopetalum harveyanum,Menispermaceae,Ranunculales,angio,woody,Liana,,S,60.01,60.01,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Smilax glyciphylla,Smilacaceae,Liliales,angio,non-woody,Vine,,S,16.07,16.07,Australia,-16.52,145.27,1215,22,22.63,18.8,18.8,25.4,1658,1149,95.11,0.88,0.61,1875.26,1875.26,223.74,223.74,64.45,64.45
Elaeagnus triflora,Elaeagnaceae,Rosales,angio,woody,Liana,,S,26.98,26.98,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Melodinus australis,Apocynaceae,Gentianales,angio,woody,Liana,,S,24.82,24.82,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Morinda jasminoides,Rubiaceae,Gentianales,angio,woody,Liana,,S,9.73,9.73,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,,S,37.93,37.93,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Parsonsia ventricosa,Apocynaceae,Gentianales,angio,non-woody,Vine,,S,21.61,21.61,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Ripogonum album,Rhipogonaceae,Liliales,angio,woody,Liana,,S,18.38,18.38,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Tetrastigma nitens,Vitaceae,Vitales,angio,woody,Liana,,C,22.3,,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Calamus australis,Arecaceae,Arecales,angio,woody,Palm,E,C,25.2,,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Connarus conchocarpus,Connaraceae,Oxalidales,angio,woody,Liana,E,C,63.7,,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,,S,37.93,37.93,Australia,-16.35,145.33,246,21,22.29,18.5,18.5,25,1601,1219,93.63,0.92,0.7,1744.97,1744.97,222.36,222.36,64.69,64.69
Caelospermum paniculatum,Rubiaceae,Gentianales,angio,woody,Liana,E,C,37.54,,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Cissus repens,Vitaceae,Vitales,angio,woody,Liana,E,S,0.1,0.1,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Geitonoplesium cymosum,Xanthorrhoeaceae,Asparagales,angio,non-woody,Vine,,S,5.6,5.6,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Marsdenia micradenia,Apocynaceae,Gentianales,angio,non-woody,Vine,,S,3.94,3.94,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Melodorum leichhardtii,Annonaceae,Magnoliales,angio,woody,Liana,,S,37.19,37.19,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Pandorea pandorana,Bignoniaceae,Lamiales,angio,woody,Liana,,C,5.2,,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Parsonsia latifolia,Apocynaceae,Gentianales,angio,woody,Liana,,S,61.43,61.43,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Smilax calophylla,Smilacaceae,Liliales,angio,non-woody,Vine,,S,30.37,30.37,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Tetrastigma nitens,Vitaceae,Vitales,angio,woody,Liana,,C,22.3,,Australia,-16.28,145.1,847,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.83,0.66,1815.8,1815.8,222.31,222.31,64.56,64.56
Calamus australis,Arecaceae,Arecales,angio,woody,Palm,E,C,25.2,,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Embelia australiana,Primulaceae,Ericales,angio,woody,Liana,E,S,25.6,25.6,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,20.53,20.53,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Jasminum kajewskii,Oleaceae,Lamiales,angio,woody,Liana,E,S,38.5,38.5,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Melodinus acutiflorus,Apocynaceae,Gentianales,angio,woody,Liana,,S,23.37,23.37,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Melodinus australis,Apocynaceae,Gentianales,angio,woody,Liana,,S,24.82,24.82,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Melodorum leichhardtii,Annonaceae,Magnoliales,angio,woody,Liana,,S,37.19,37.19,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Neosepicaea jucunda,Bignoniaceae,Lamiales,angio,woody,Liana,,C,46.86,,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,,S,37.93,37.93,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Parsonsia straminea,Apocynaceae,Gentianales,angio,woody,Liana,,S,31.53,31.53,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Ripogonum album,Rhipogonaceae,Liliales,angio,woody,Liana,,S,18.38,18.38,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Tetracera nordtiana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,52.33,52.33,Australia,-16.27,145.07,1051,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1839.12,1839.12,222.32,222.32,64.56,64.56
Acacia tenuifolia,Fabaceae,Fabales,angio,woody,Shrub,E,C,0.01,,Bolivia,-16.22,-61.83,456,23,24.88,21.2,21.2,27.1,1115,1151,72.88,0.6,0.62,1870.5,1870.49,225.92,225.92,71.04,71.04
Bignonia binatum,Bignoniaceae,Lamiales,angio,woody,Liana,,S,33.13,33.13,Bolivia,-16.22,-61.83,456,23,24.88,21.2,21.2,27.1,1115,1151,72.88,0.6,0.62,1870.5,1870.49,225.92,225.92,71.04,71.04
Dolichandra unguis-cati,Bignoniaceae,Lamiales,angio,woody,Liana,E,C,13.8,,Bolivia,-16.22,-61.83,456,23,24.88,21.2,21.2,27.1,1115,1151,72.88,0.6,0.62,1870.5,1870.49,225.92,225.92,71.04,71.04
Austrosteenisia stipularis,Fabaceae,Fabales,angio,woody,Liana,E,C,4.29,,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Calamus moti,Arecaceae,Arecales,angio,woody,Palm,E,C,36.75,,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Eustrephus latifolius,Asparagaceae,Asparagales,angio,non-woody,Vine,,S,9.56,9.56,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Hypserpa smilacifolia,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,29.46,29.46,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Melodinus acutiflorus,Apocynaceae,Gentianales,angio,woody,Liana,,S,23.37,23.37,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Melodinus australis,Apocynaceae,Gentianales,angio,woody,Liana,,S,24.82,24.82,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Neosepicaea jucunda,Bignoniaceae,Lamiales,angio,woody,Liana,,C,46.86,,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Nothocissus penninervis,Vitaceae,Vitales,angio,woody,Liana,,C,19.6,,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Pandorea pandorana,Bignoniaceae,Lamiales,angio,woody,Liana,,C,5.2,,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Pararistolochia deltantha,Aristolochiaceae,Piperales,angio,woody,Liana,,S,40.95,40.95,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Tetracera nordtiana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,52.33,52.33,Australia,-16.22,145.07,942,21,22.39,18.6,18.6,25.1,1499,1196,99.23,0.82,0.65,1827.2,1827.2,222.37,222.37,64.56,64.56
Austrosteenisia stipularis,Fabaceae,Fabales,angio,woody,Liana,E,C,4.29,,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Caesalpinia traceyi,Fabaceae,Fabales,angio,woody,Liana,E,C,0.59,,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Carronia protensa,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,137.77,137.77,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Cissus repens,Vitaceae,Vitales,angio,woody,Liana,E,S,0.1,0.1,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Connarus conchocarpus,Connaraceae,Oxalidales,angio,woody,Liana,E,C,63.7,,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Dichapetalum papuanum,Dichapetalaceae,Malpighiales,angio,woody,Liana,E,S,31.5,31.5,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Erycibe coccinea,Convolvulaceae,Solanales,angio,woody,Liana,,S,24.5,24.5,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,20.53,20.53,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Marsdenia hemiptera,Apocynaceae,Gentianales,angio,woody,Liana,,S,73.8,73.8,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Melodinus australis,Apocynaceae,Gentianales,angio,woody,Liana,,S,24.82,24.82,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Neosepicaea jucunda,Bignoniaceae,Lamiales,angio,woody,Liana,,C,46.86,,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Pandorea pandorana,Bignoniaceae,Lamiales,angio,woody,Liana,,C,5.2,,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Parapachygone longifolia,Menispermaceae,Ranunculales,angio,woody,Liana,,S,97.13,97.13,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Uncaria lanosa,Rubiaceae,Gentianales,angio,woody,Liana,E,S,35,35,Australia,-16.13,145.43,279,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.04,0.92,1829.03,1829.03,225.58,225.58,66.45,66.45
Alchornea scandens,Euphorbiaceae,Malpighiales,angio,woody,Liana,E,S,26.44,26.44,Australia,-16.12,145.43,451,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.03,0.91,1848.68,1848.68,225.59,225.59,66.45,66.45
Calamus radicalis,Arecaceae,Arecales,angio,woody,Palm,E,C,45.5,,Australia,-16.12,145.43,451,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.03,0.91,1848.68,1848.68,225.59,225.59,66.45,66.45
Entada phaseoloides,Fabaceae,Fabales,angio,woody,Liana,,C,12.6,,Australia,-16.12,145.43,451,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.03,0.91,1848.68,1848.68,225.59,225.59,66.45,66.45
Neosepicaea jucunda,Bignoniaceae,Lamiales,angio,woody,Liana,,C,46.86,,Australia,-16.12,145.43,451,23,24.21,20.8,20.8,26.7,1908,1690,87.77,1.03,0.91,1848.68,1848.68,225.59,225.59,66.45,66.45
Alyxia spicata,Apocynaceae,Gentianales,angio,woody,Liana,E,S,10.88,10.88,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Calamus australis,Arecaceae,Arecales,angio,woody,Palm,E,C,25.2,,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,20.53,20.53,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Hibbertia scandens,Dilleniaceae,Dilleniales,angio,woody,Liana,E,S,17.68,17.68,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Hoya macgillivrayi,Apocynaceae,Gentianales,angio,non-woody,Vine,,S,51.98,51.98,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Hugonia jenkinsii,Linaceae,Malpighiales,angio,woody,Liana,E,S,30.01,30.01,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Hypserpa decumbens,Menispermaceae,Ranunculales,angio,woody,Liana,E,S,15.36,15.36,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Melodinus australis,Apocynaceae,Gentianales,angio,woody,Liana,,S,24.82,24.82,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Melodorum leichhardtii,Annonaceae,Magnoliales,angio,woody,Liana,,S,37.19,37.19,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Nothocissus penninervis,Vitaceae,Vitales,angio,woody,Liana,,C,19.6,,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,,S,37.93,37.93,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Smilax glyciphylla,Smilacaceae,Liliales,angio,non-woody,Vine,,S,16.07,16.07,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
Tetracera nordtiana,Dilleniaceae,Dilleniales,angio,woody,Liana,,S,52.33,52.33,Australia,-13.75,143.35,576,25,25.45,22.2,22.2,27.8,1347,1310,120.01,0.69,0.74,1951.23,1779.18,231.63,210.8,67.63,68.2
